Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-2015-AB101057-42153,5/29/2015,6/5/2015,Standard Class,AB-101057,TEC-CO-3609,Technology,Copiers,1703.03,5,0.1,737.93
IN-2015-SV2078559-42110,4/16/2015,4/18/2015,Second Class,SV-2078559,OFF-ST-6049,Office Supplies,Storage,1803.08,11,0.17,-130.39
ES-2015-HW1493545-42335,11/27/2015,11/29/2015,First Class,HW-1493545,FUR-BO-5798,Furniture,Bookcases,676.49,5,0.1,195.29
IN-2012-AS1028558-41221,11/8/2012,11/10/2012,First Class,AS-1028558,FUR-CH-5447,Furniture,Chairs,969.36,7,0.0,348.81
ES-2015-LD1685545-42265,9/18/2015,9/18/2015,Same Day,LD-1685545,FUR-BO-3639,Furniture,Bookcases,1637.01,5,0.1,90.81
MX-2015-NS1850528-42059,2/24/2015,2/27/2015,First Class,NS-1850528,TEC-CO-6010,Technology,Copiers,1655.96,7,0.002,13.2
MX-2014-CM1271582-41885,9/3/2014,9/5/2014,First Class,CM-1271582,FUR-CH-5379,Furniture,Chairs,976.96,4,0.2,232.0
IN-2014-VG2180527-41996,12/23/2014,12/25/2014,First Class,VG-2180527,FUR-BO-3641,Furniture,Bookcases,731.34,2,0.0,175.5
GH-2015-JD606049-42172,6/17/2015,6/19/2015,First Class,JD-606049,OFF-AP-4956,Office Supplies,Appliances,1239.0,4,0.0,0.0
ID-2015-MG17680144-42078,3/15/2015,3/17/2015,Second Class,MG-17680144,FUR-CH-5378,Furniture,Chairs,1680.61,5,0.27,368.26
IN-2015-CD1228058-42197,7/12/2015,7/13/2015,First Class,CD-1228058,FUR-BO-5763,Furniture,Bookcases,2190.75,5,0.0,65.7
ES-2015-DB13210139-42164,6/9/2015,6/12/2015,First Class,DB-13210139,TEC-MA-4206,Technology,Machines,935.17,4,0.1,114.25
ES-2015-CS118608-42292,10/15/2015,10/17/2015,Second Class,CS-118608,OFF-ST-4057,Office Supplies,Storage,1026.96,8,0.0,441.36
IN-2015-AF1088558-42222,8/6/2015,8/9/2015,Second Class,AF-1088558,TEC-PH-3148,Technology,Phones,2550.0,4,0.0,280.44
ID-2013-BN11470130-41633,12/25/2013,12/28/2013,Second Class,BN-11470130,TEC-PH-5267,Technology,Phones,2667.54,5,0.17,-417.81
ES-2013-GG1465045-41615,12/7/2013,12/7/2013,Same Day,GG-1465045,TEC-CO-4792,Technology,Copiers,1224.71,4,0.15,-129.73
ES-2014-EM1406548-41775,5/16/2014,5/20/2014,Second Class,EM-1406548,TEC-PH-3805,Technology,Phones,2605.92,4,0.0,1042.32
IR-2014-BS166560-41807,6/17/2014,6/18/2014,First Class,BS-166560,OFF-ST-5700,Office Supplies,Storage,2962.68,14,0.0,207.06
IN-2015-AC1045058-42311,11/3/2015,11/7/2015,Standard Class,AC-1045058,FUR-TA-4711,Furniture,Tables,2664.0,5,0.0,905.7
ES-2013-CK1220564-41422,5/28/2013,5/31/2013,First Class,CK-1220564,TEC-CO-4592,Technology,Copiers,1513.56,4,0.0,741.6
ES-2014-JD16150139-41868,8/17/2014,8/20/2014,Second Class,JD-16150139,FUR-BO-4848,Furniture,Bookcases,1233.63,3,0.0,234.36
UP-2012-CC2550137-41062,6/2/2012,6/4/2012,First Class,CC-2550137,FUR-TA-5059,Furniture,Tables,855.15,1,0.0,384.81
IT-2012-MS17830139-41103,7/13/2012,7/14/2012,First Class,MS-17830139,TEC-MA-5511,Technology,Machines,956.34,4,0.1,-95.7
CA-2013-AS10090140-41587,11/9/2013,11/13/2013,Standard Class,AS-100901402,OFF-PA-6535,Office Supplies,Paper,17.34,3,0.0,8.5
ES-2012-GT14710120-41198,10/16/2012,10/23/2012,Standard Class,GT-14710120,FUR-CH-4654,Furniture,Chairs,1838.52,5,0.2,160.77
IN-2012-CL1270058-41226,11/13/2012,11/19/2012,Standard Class,CL-1270058,TEC-PH-5268,Technology,Phones,4498.83,7,0.0,674.73
ES-2015-MM1792045-42199,7/14/2015,7/18/2015,Second Class,MM-1792045,TEC-PH-3805,Technology,Phones,1824.14,8,0.65,-1303.06
MX-2015-CM1216093-42158,6/3/2015,6/5/2015,First Class,CM-1216093,FUR-BO-5762,Furniture,Bookcases,2344.0,8,0.0,46.88
IN-2015-DB1306027-42353,12/15/2015,12/17/2015,Second Class,DB-1306027,TEC-PH-5263,Technology,Phones,2043.72,14,0.0,756.0
MZ-2015-JW522087-42183,6/28/2015,6/28/2015,Same Day,JW-522087,OFF-ST-5708,Office Supplies,Storage,856.8,14,0.0,265.44
US-2015-BN1147082-42358,12/20/2015,12/24/2015,Standard Class,BN-1147082,OFF-AP-3872,Office Supplies,Appliances,2509.36,7,0.0,426.58
IN-2013-JC157757-41310,2/5/2013,2/8/2013,First Class,JC-157757,FUR-CH-5378,Furniture,Chairs,819.94,2,0.1,191.32
MX-2012-HL1504093-40929,1/21/2012,1/27/2012,Standard Class,HL-1504093,FUR-TA-3764,Furniture,Tables,2797.25,6,0.2,-0.07
MX-2013-LH1690018-41489,8/3/2013,8/5/2013,First Class,LH-1690018,OFF-ST-6046,Office Supplies,Storage,1455.08,11,0.0,261.8
ID-2015-DV1304559-42304,10/27/2015,10/31/2015,Second Class,DV-1304559,FUR-BO-5786,Furniture,Bookcases,2189.09,6,0.07,541.37
IN-2013-BT1153058-41331,2/26/2013,3/4/2013,Standard Class,BT-1153058,FUR-TA-3344,Furniture,Tables,5451.3,6,0.0,327.06
IR-2013-BM165060-41436,6/11/2013,6/12/2013,First Class,BM-165060,TEC-PH-5269,Technology,Phones,1291.08,2,0.0,296.94
IN-2012-MG1820558-40962,2/23/2012,2/26/2012,First Class,MG-1820558,TEC-CO-4590,Technology,Copiers,1526.52,4,0.0,732.72
CA-2012-AS10090140-41173,9/21/2012,9/28/2012,Standard Class,AS-100901406,OFF-BI-3729,Office Supplies,Binders,3.98,1,0.2,1.39
MX-2014-FC1424528-41840,7/20/2014,7/27/2014,Standard Class,FC-1424528,FUR-CH-5442,Furniture,Chairs,1869.72,6,0.0,205.56
MX-2014-TT2122051-41727,3/29/2014,4/1/2014,Second Class,TT-2122051,FUR-BO-5968,Furniture,Bookcases,1815.24,7,0.0,471.94
IN-2015-CY1274558-42300,10/23/2015,10/25/2015,First Class,CY-1274558,TEC-CO-4578,Technology,Copiers,959.76,3,0.0,460.62
MX-2015-SJ2021582-42179,6/24/2015,6/26/2015,Second Class,SJ-2021582,TEC-PH-3806,Technology,Phones,3045.84,7,0.0,1035.58
MX-2014-PB1880593-41942,10/30/2014,11/5/2014,Standard Class,PB-1880593,TEC-PH-3148,Technology,Phones,2125.0,5,0.0,297.5
CM-2013-BP123022-41621,12/13/2013,12/15/2013,First Class,BP-123022,TEC-AC-5224,Technology,Accessories,976.08,4,0.0,292.8
IN-2014-RW1969027-41763,5/4/2014,5/6/2014,First Class,RW-1969027,TEC-CO-3688,Technology,Copiers,1266.36,4,0.0,265.92
CA-2012-AS10090140-41173,9/21/2012,9/28/2012,Standard Class,AS-100901406,OFF-AR-3285,Office Supplies,Art,13.04,4,0.0,5.74
ZA-2012-DB3360146-41159,9/7/2012,9/9/2012,Second Class,DB-3360146,FUR-TA-3442,Furniture,Tables,2134.44,4,0.0,682.92
ES-2013-DK1315048-41386,4/22/2013,4/26/2013,Standard Class,DK-1315048,TEC-CO-3709,Technology,Copiers,4748.44,14,0.1,844.12
SF-2014-RW9540117-41942,10/30/2014,11/4/2014,Second Class,RW-9540117,TEC-MA-5502,Technology,Machines,1867.5,6,0.0,242.64
IN-2012-PS1904527-41014,4/15/2012,4/16/2012,First Class,PS-1904527,FUR-CH-5411,Furniture,Chairs,1001.7,6,0.0,250.38
CA-2014-AS10090140-41894,9/12/2014,9/17/2014,Standard Class,AS-100901402,OFF-BI-4884,Office Supplies,Binders,1.91,3,0.8,-3.24
CA-2014-AB10105140-41991,12/18/2014,12/22/2014,Standard Class,AB-101051402,OFF-BI-4345,Office Supplies,Binders,9892.74,13,0.0,4946.37
IN-2015-MO1780066-42308,10/31/2015,11/4/2015,Standard Class,MO-1780066,OFF-AP-3873,Office Supplies,Appliances,4306.32,8,0.0,1722.48
IN-2014-NF1847527-41741,4/12/2014,4/14/2014,First Class,NF-1847527,OFF-AP-3573,Office Supplies,Appliances,899.55,3,0.0,323.82
IN-2014-MR1754558-41954,11/11/2014,11/11/2014,Same Day,MR-1754558,TEC-CO-3683,Technology,Copiers,763.92,4,0.0,381.96
IT-2013-CB1241548-41560,10/13/2013,10/17/2013,Standard Class,CB-1241548,TEC-PH-5355,Technology,Phones,2544.24,4,0.0,1093.92
ID-2013-LC1705092-41560,10/13/2013,10/16/2013,Second Class,LC-1705092,FUR-CH-4531,Furniture,Chairs,1136.66,4,0.4,-189.46
IN-2015-RA1988527-42034,1/30/2015,2/3/2015,Standard Class,RA-1988527,FUR-CH-5380,Furniture,Chairs,2301.0,5,0.0,91.95
CG-2013-MG814533-41559,10/12/2013,10/16/2013,Second Class,MG-814533,TEC-PH-3805,Technology,Phones,3908.88,6,0.0,1563.48
CA-2015-AB10105140-42161,6/6/2015,6/7/2015,First Class,AB-101051402,TEC-PH-5089,Technology,Phones,470.38,3,0.2,52.92
CA-2015-AB10105140-42328,11/20/2015,11/24/2015,Standard Class,AB-101051408,FUR-FU-2871,Furniture,Furnishings,821.88,6,0.0,213.69
ID-2014-EM1396058-41901,9/19/2014,9/23/2014,Standard Class,EM-1396058,OFF-AP-3580,Office Supplies,Appliances,2249.16,4,0.0,224.88
MX-2013-DJ1342082-41639,12/31/2013,1/5/2014,Standard Class,DJ-1342082,OFF-AP-4505,Office Supplies,Appliances,2528.26,7,0.0,176.96
ES-2015-CD1192045-42367,12/29/2015,12/31/2015,Second Class,CD-1192045,FUR-TA-5064,Furniture,Tables,1461.14,5,0.35,202.19
MX-2014-BO1142582-41958,11/15/2014,11/19/2014,Standard Class,BO-1142582,TEC-PH-3806,Technology,Phones,3045.84,7,0.0,1035.58
CA-2012-AB10105140-41262,12/19/2012,12/22/2012,First Class,AB-101051402,OFF-BI-4827,Office Supplies,Binders,1103.97,3,0.0,496.79
CA-2015-AB10105140-42143,5/19/2015,5/21/2015,First Class,AB-101051404,TEC-PH-2879,Technology,Phones,344.7,2,0.2,38.78
ID-2015-KM16720102-42255,9/8/2015,9/11/2015,First Class,KM-16720102,FUR-BO-3626,Furniture,Bookcases,2152.96,8,0.35,198.64
ES-2014-SV2078545-41807,6/17/2014,6/19/2014,First Class,SV-2078545,TEC-AC-5136,Technology,Accessories,1244.1,5,0.0,447.75
MX-2012-BG1169582-41250,12/7/2012,12/7/2012,Same Day,BG-1169582,FUR-CH-5773,Furniture,Chairs,2226.82,9,0.2,500.98
IN-2015-CS121307-42266,9/19/2015,9/21/2015,Second Class,CS-121307,FUR-BO-5761,Furniture,Bookcases,1586.41,4,0.1,17.53
US-2014-AB10105140-41908,9/26/2014,10/1/2014,Standard Class,AB-101051404,FUR-TA-3412,Furniture,Tables,393.17,3,0.5,-204.45
IZ-2015-BD163561-42045,2/10/2015,2/14/2015,Standard Class,BD-163561,OFF-AP-4966,Office Supplies,Appliances,3425.4,6,0.0,1233.0
ES-2015-RF19345120-42043,2/8/2015,2/11/2015,First Class,RF-19345120,OFF-AP-4743,Office Supplies,Appliances,1136.94,2,0.0,568.44
ID-2014-JE1616559-41856,8/5/2014,8/7/2014,First Class,JE-1616559,FUR-BO-3642,Furniture,Bookcases,677.64,2,0.07,211.26
IR-2015-MG768060-42109,4/15/2015,4/18/2015,First Class,MG-768060,FUR-BO-3641,Furniture,Bookcases,731.34,2,0.0,80.4
CA-2013-AB10105140-41585,11/7/2013,11/12/2013,Standard Class,AB-101051402,TEC-MA-3700,Technology,Machines,287.91,3,0.4,33.59
IN-2015-CC1247558-42129,5/5/2015,5/7/2015,Second Class,CC-1247558,TEC-CO-3596,Technology,Copiers,1272.72,4,0.0,534.48
ES-2014-LT1676564-41947,11/4/2014,11/6/2014,Second Class,LT-1676564,OFF-AP-4732,Office Supplies,Appliances,1856.34,6,0.0,909.54
ES-2015-FH14365120-42165,6/10/2015,6/12/2015,First Class,FH-14365120,TEC-PH-3148,Technology,Phones,2295.0,4,0.1,459.0
ES-2013-BF1097545-41517,8/31/2013,9/2/2013,Second Class,BF-1097545,TEC-PH-5354,Technology,Phones,1622.18,3,0.15,324.38
IN-2014-CJ1201027-41810,6/20/2014,6/22/2014,Second Class,CJ-1201027,TEC-PH-3802,Technology,Phones,1063.44,7,0.0,361.41
HU-2015-SH997557-42239,8/23/2015,8/28/2015,Standard Class,SH-997557,TEC-AC-5226,Technology,Accessories,3449.88,14,0.0,275.94
US-2013-SL2015582-41422,5/28/2013,5/29/2013,First Class,SL-2015582,FUR-BO-4861,Furniture,Bookcases,585.46,3,0.2,-0.02
LI-2015-NC834073-42143,5/19/2015,5/21/2015,Second Class,NC-834073,TEC-CO-6009,Technology,Copiers,1429.44,4,0.0,471.6
SF-2014-JB5400117-41758,4/29/2014,4/30/2014,First Class,JB-5400117,FUR-TA-4712,Furniture,Tables,1057.8,2,0.0,158.64
IN-2014-VG2180527-41996,12/23/2014,12/25/2014,First Class,VG-2180527,FUR-BO-3642,Furniture,Bookcases,1092.96,3,0.0,393.39
MX-2015-TB2125031-42289,10/12/2015,10/15/2015,First Class,TB-2125031,FUR-TA-3760,Furniture,Tables,1483.0,5,0.0,741.5
MX-2015-PS1897028-42109,4/15/2015,4/17/2015,First Class,PS-1897028,OFF-AP-3872,Office Supplies,Appliances,1792.4,5,0.0,304.7
ES-2015-BB1154548-42336,11/28/2015,12/3/2015,Standard Class,BB-1154548,FUR-BO-5788,Furniture,Bookcases,2455.68,7,0.1,-191.16
GG-2013-SG1047047-41405,5/11/2013,5/13/2013,Second Class,SG-1047047,TEC-CO-3597,Technology,Copiers,1900.44,6,0.0,417.96
IN-2014-SP20920130-41808,6/18/2014,6/24/2014,Standard Class,SP-20920130,TEC-PH-5839,Technology,Phones,3712.59,7,0.17,849.87
IN-2013-NZ1856558-41398,5/4/2013,5/6/2013,Second Class,NZ-1856558,TEC-CO-3678,Technology,Copiers,2372.22,9,0.0,0.0
IN-2012-Dp1324027-41223,11/10/2012,11/14/2012,Standard Class,Dp-1324027,TEC-PH-5354,Technology,Phones,5725.35,9,0.0,1602.99
ES-2015-GZ1447064-42362,12/24/2015,12/24/2015,Same Day,GZ-1447064,FUR-BO-4862,Furniture,Bookcases,2553.18,7,0.0,842.52
MX-2015-AH1007582-42139,5/15/2015,5/19/2015,Standard Class,AH-1007582,OFF-AP-4503,Office Supplies,Appliances,2003.52,6,0.0,861.48
PL-2015-CB2025103-42347,12/9/2015,12/12/2015,First Class,CB-2025103,TEC-CO-5997,Technology,Copiers,1188.36,4,0.0,95.04
IN-2012-SC200507-41249,12/6/2012,12/10/2012,Standard Class,SC-200507,TEC-PH-5356,Technology,Phones,2875.1,5,0.1,511.1
IT-2014-AM10705125-41892,9/10/2014,9/15/2014,Second Class,AM-10705125,FUR-CH-4530,Furniture,Chairs,2380.5,5,0.0,952.2
AL-2012-SC102302-40970,3/2/2012,3/4/2012,Second Class,SC-102302,TEC-MA-6138,Technology,Machines,1619.1,10,0.0,258.9
ID-2013-JS1559559-41275,1/1/2013,1/5/2013,Standard Class,JS-1559559,OFF-AP-4745,Office Supplies,Appliances,2821.72,6,0.17,339.88
ID-2013-BS1138059-41577,10/30/2013,11/3/2013,Standard Class,BS-1138059,TEC-CO-6009,Technology,Copiers,2991.1,9,0.07,-128.75
IN-2014-TC21295130-41962,11/19/2014,11/19/2014,Same Day,TC-21295130,OFF-AP-4505,Office Supplies,Appliances,1798.68,4,0.17,86.64
RS-2014-JL5130108-41866,8/15/2014,8/17/2014,Second Class,JL-5130108,TEC-PH-3148,Technology,Phones,2544.84,4,0.0,712.44
IN-2014-Dp1324066-41798,6/8/2014,6/8/2014,Same Day,Dp-1324066,FUR-CH-4532,Furniture,Chairs,951.72,2,0.0,228.36
IN-2015-NF1838511-42279,10/2/2015,10/6/2015,Standard Class,NF-1838511,TEC-PH-5268,Technology,Phones,2575.92,4,0.0,978.84
ES-2015-AS10090139-42062,2/27/2015,3/3/2015,Standard Class,AS-10090139,OFF-AP-4745,Office Supplies,Appliances,1699.83,3,0.0,84.96
IN-2014-EL137357-41943,10/31/2014,11/4/2014,Standard Class,EL-137357,FUR-BO-4861,Furniture,Bookcases,2634.55,8,0.1,116.95
IN-2014-FH1427559-41991,12/18/2014,12/25/2014,Standard Class,FH-1427559,FUR-BO-3904,Furniture,Bookcases,3707.35,11,0.07,1554.43
IN-2015-LT1676558-42133,5/9/2015,5/15/2015,Standard Class,LT-1676558,FUR-TA-5057,Furniture,Tables,4298.85,5,0.0,300.9
IN-2015-BN1147027-42189,7/4/2015,7/8/2015,Standard Class,BN-1147027,OFF-AP-4964,Office Supplies,Appliances,3417.48,6,0.0,854.28
ES-2013-BP11230120-41411,5/17/2013,5/21/2013,Standard Class,BP-11230120,OFF-AP-3576,Office Supplies,Appliances,2080.32,4,0.0,561.6
IN-2012-DM1352558-41123,8/2/2012,8/5/2012,Second Class,DM-1352558,TEC-PH-5813,Technology,Phones,840.6,5,0.0,319.35
CA-2015-AB10105140-42267,9/20/2015,9/26/2015,Standard Class,AB-101051404,TEC-PH-5625,Technology,Phones,471.92,2,0.2,29.5
CD-2014-SM1032025-41684,2/14/2014,2/16/2014,Second Class,SM-1032025,OFF-ST-6033,Office Supplies,Storage,1288.8,10,0.0,90.0
IN-2013-PM191357-41417,5/23/2013,5/23/2013,Same Day,PM-191357,FUR-BO-5971,Furniture,Bookcases,660.69,5,0.1,44.04
MW-2015-TS1143085-42220,8/4/2015,8/9/2015,Second Class,TS-1143085,OFF-AP-3874,Office Supplies,Appliances,3234.24,6,0.0,970.2
MX-2014-TS2134018-41956,11/13/2014,11/18/2014,Standard Class,TS-2134018,TEC-PH-3806,Technology,Phones,2171.3,5,0.0,390.8
IN-2015-AM107057-42047,2/12/2015,2/14/2015,Second Class,AM-107057,TEC-AC-4186,Technology,Accessories,2074.73,9,0.1,276.53
MX-2015-LS1724582-42319,11/11/2015,11/14/2015,First Class,LS-1724582,TEC-PH-5355,Technology,Phones,849.8,2,0.0,195.44
IN-2014-DR129407-41728,3/30/2014,4/1/2014,First Class,DR-129407,FUR-BO-5951,Furniture,Bookcases,1177.17,3,0.1,353.13
CA-2013-AB10105140-41585,11/7/2013,11/12/2013,Standard Class,AB-101051402,OFF-ST-4281,Office Supplies,Storage,177.65,2,0.2,-28.87
CA-2015-AB10105140-42267,9/20/2015,9/26/2015,Standard Class,AB-101051404,TEC-AC-6076,Technology,Accessories,89.58,2,0.2,4.48
IN-2014-CM1181597-41870,8/19/2014,8/21/2014,Second Class,CM-1181597,TEC-PH-5841,Technology,Phones,2863.08,9,0.5,-458.19
ES-2015-FG1426045-42153,5/29/2015,5/31/2015,Second Class,FG-1426045,OFF-AP-3865,Office Supplies,Appliances,1253.07,5,0.1,236.67
IR-2013-KN670560-41508,8/22/2013,8/29/2013,Standard Class,KN-670560,OFF-AP-3579,Office Supplies,Appliances,3369.24,6,0.0,606.42
WA-2015-TB1152089-42190,7/5/2015,7/5/2015,Same Day,TB-1152089,TEC-AC-5224,Technology,Accessories,1464.12,6,0.0,439.2
IT-2013-GM1444091-41347,3/14/2013,3/17/2013,First Class,GM-1444091,FUR-BO-3903,Furniture,Bookcases,1273.13,7,0.5,-993.2
CA-2015-AB10523-42139,5/15/2015,5/15/2015,Same Day,AB-10523,OFF-AR-6111,Office Supplies,Art,29.94,2,0.0,10.74
MX-2015-JB1540051-42263,9/16/2015,9/18/2015,First Class,JB-1540051,TEC-CO-4592,Technology,Copiers,1258.78,5,0.002,375.78
IN-2015-JS1603097-42223,8/7/2015,8/12/2015,Standard Class,JS-1603097,FUR-CH-5775,Furniture,Chairs,2584.01,7,0.2,290.6
IN-2014-AM10705102-41891,9/9/2014,9/9/2014,Same Day,AM-10705102,TEC-CO-3707,Technology,Copiers,1482.39,6,0.35,68.31
MX-2015-SF2020039-42255,9/8/2015,9/11/2015,First Class,SF-2020039,TEC-PH-5355,Technology,Phones,1274.7,3,0.0,293.16
CA-2013-AB10105140-41585,11/7/2013,11/12/2013,Standard Class,AB-101051402,OFF-ST-4457,Office Supplies,Storage,84.78,2,0.2,-16.96
MX-2013-JF1529531-41564,10/17/2013,10/21/2013,Standard Class,JF-1529531,FUR-CH-5443,Furniture,Chairs,2818.08,9,0.0,225.36
ID-2015-KH16510102-42052,2/17/2015,2/18/2015,First Class,KH-16510102,FUR-CH-5441,Furniture,Chairs,1046.25,3,0.25,-111.6
IN-2013-DL1333058-41328,2/23/2013,2/28/2013,Standard Class,DL-1333058,TEC-PH-5840,Technology,Phones,3187.2,5,0.0,541.8
IN-2013-KN163907-41611,12/3/2013,12/10/2013,Standard Class,KN-163907,FUR-CH-5378,Furniture,Chairs,4099.68,10,0.1,956.58
IN-2013-SV2093527-41620,12/12/2013,12/14/2013,First Class,SV-2093527,OFF-ST-5691,Office Supplies,Storage,703.35,5,0.0,260.1
IN-2015-MD178607-42171,6/16/2015,6/21/2015,Standard Class,MD-178607,TEC-CO-3598,Technology,Copiers,2293.49,8,0.1,509.57
ES-2013-LS1720045-41628,12/20/2013,12/22/2013,First Class,LS-1720045,TEC-MA-6138,Technology,Machines,1238.61,9,0.15,14.43
MX-2015-JM1586582-42137,5/13/2015,5/17/2015,Standard Class,JM-1586582,FUR-CH-4656,Furniture,Chairs,1715.06,7,0.2,300.08
CA-2015-AB10105140-42220,8/4/2015,8/8/2015,Standard Class,AB-101051402,TEC-AC-4936,Technology,Accessories,39.82,3,0.2,7.47
IN-2015-CM124457-42315,11/7/2015,11/11/2015,Standard Class,CM-124457,FUR-CH-4531,Furniture,Chairs,2841.66,6,0.0,852.48
IT-2014-SS20140104-41800,6/10/2014,6/14/2014,Standard Class,SS-20140104,OFF-AP-4745,Office Supplies,Appliances,3399.66,12,0.5,-3059.82
IN-2013-BW1111058-41404,5/10/2013,5/12/2013,First Class,BW-1111058,TEC-MA-5014,Technology,Machines,1607.76,6,0.0,482.22
IN-2014-JE1561058-41895,9/13/2014,9/13/2014,Same Day,JE-1561058,TEC-PH-5336,Technology,Phones,840.15,5,0.0,260.4
IN-2014-GH1442527-41845,7/25/2014,7/28/2014,First Class,GH-1442527,FUR-BO-3891,Furniture,Bookcases,1236.33,3,0.0,519.21
IN-2015-JK1609058-42288,10/11/2015,10/14/2015,Second Class,JK-1609058,OFF-AP-4958,Office Supplies,Appliances,2488.56,8,0.0,348.24
MX-2012-SM2032036-41234,11/21/2012,11/24/2012,First Class,SM-2032036,OFF-AP-3570,Office Supplies,Appliances,1124.26,7,0.2,252.9
CA-2013-AB10105140-41585,11/7/2013,11/12/2013,Standard Class,AB-101051402,FUR-FU-6235,Furniture,Furnishings,64.96,5,0.6,-84.45
US-2015-GR1456082-42302,10/25/2015,10/25/2015,Same Day,GR-1456082,FUR-TA-5062,Furniture,Tables,726.72,3,0.2,-18.18
CA-2014-AB10105140-41672,2/2/2014,2/7/2014,Standard Class,AB-101051406,OFF-ST-3360,Office Supplies,Storage,117.96,2,0.0,5.9
MA-2014-DH367577-41926,10/14/2014,10/15/2014,First Class,DH-367577,TEC-MA-6148,Technology,Machines,1519.92,6,0.0,653.4
RS-2012-MM8280108-40953,2/14/2012,2/16/2012,Second Class,MM-8280108,TEC-CO-3686,Technology,Copiers,1279.32,4,0.0,319.8
IN-2015-SW2027558-42125,5/1/2015,5/1/2015,Same Day,SW-2027558,FUR-CH-4545,Furniture,Chairs,723.3,5,0.0,122.85
IR-2012-PM913560-40978,3/10/2012,3/12/2012,Second Class,PM-913560,TEC-PH-5268,Technology,Phones,642.69,1,0.0,244.2
IN-2013-GH144257-41489,8/3/2013,8/8/2013,Standard Class,GH-144257,FUR-BO-3903,Furniture,Bookcases,2619.0,8,0.1,232.68
ID-2013-JM1586597-41628,12/20/2013,12/23/2013,First Class,JM-1586597,OFF-AP-4967,Office Supplies,Appliances,1704.87,6,0.5,-1023.03
ES-2013-CM1211564-41489,8/3/2013,8/7/2013,Standard Class,CM-1211564,TEC-CO-4765,Technology,Copiers,1715.91,7,0.0,583.38
IN-2013-SC2084527-41445,6/20/2013,6/22/2013,First Class,SC-2084527,TEC-PH-5839,Technology,Phones,1278.0,2,0.0,460.08
MO-2014-GP474086-41678,2/8/2014,2/9/2014,First Class,GP-474086,OFF-AP-4731,Office Supplies,Appliances,1234.56,4,0.0,246.84
ES-2012-AF1087014-41179,9/27/2012,10/2/2012,Standard Class,AF-1087014,OFF-AP-4738,Office Supplies,Appliances,4195.2,8,0.0,839.04
IT-2013-TS2150545-41448,6/23/2013,6/26/2013,Second Class,TS-2150545,FUR-BO-5786,Furniture,Bookcases,1765.4,5,0.1,-98.21
MX-2014-CR1273028-41993,12/20/2014,12/22/2014,First Class,CR-1273028,FUR-TA-3420,Furniture,Tables,1480.37,3,0.2,333.05
MX-2013-FH1436582-41558,10/11/2013,10/14/2013,First Class,FH-1436582,TEC-PH-3148,Technology,Phones,2968.98,7,0.0,89.04
ID-2012-BM115757-41149,8/28/2012,9/4/2012,Standard Class,BM-115757,FUR-TA-5071,Furniture,Tables,2301.14,7,0.3,-953.44
ES-2015-AH100308-42203,7/18/2015,7/18/2015,Same Day,AH-100308,FUR-BO-3640,Furniture,Bookcases,1100.52,3,0.0,352.08
IN-2012-AG1049527-41248,12/5/2012,12/12/2012,Standard Class,AG-1049527,TEC-CO-4790,Technology,Copiers,2518.95,7,0.0,553.98
ES-2015-BN11470139-42110,4/16/2015,4/16/2015,Same Day,BN-11470139,FUR-BO-5778,Furniture,Bookcases,996.3,5,0.0,119.55
CA-2015-AB10105140-42267,9/20/2015,9/26/2015,Standard Class,AB-101051404,OFF-BI-5614,Office Supplies,Binders,18.18,4,0.7,-13.94
AU-2012-AG6758-41153,9/1/2012,9/1/2012,Same Day,AG-6758,FUR-TA-4646,Furniture,Tables,922.95,1,0.0,341.49
ES-2014-SW2075545-41852,8/1/2014,8/2/2014,First Class,SW-2075545,FUR-BO-4848,Furniture,Bookcases,1850.45,5,0.1,185.0
MX-2015-CS1246093-42259,9/12/2015,9/14/2015,First Class,CS-1246093,FUR-BO-5940,Furniture,Bookcases,664.56,6,0.0,6.6
ES-2015-SK1999045-42222,8/6/2015,8/7/2015,First Class,SK-1999045,TEC-AC-5896,Technology,Accessories,1547.1,6,0.0,340.2
IN-2015-MP18175144-42328,11/20/2015,11/23/2015,First Class,MP-18175144,OFF-AP-4961,Office Supplies,Appliances,2190.95,5,0.17,316.7
MX-2013-AG1090082-41398,5/4/2013,5/9/2013,Standard Class,AG-1090082,OFF-AP-4508,Office Supplies,Appliances,3242.88,9,0.0,324.18
MO-2013-AJ96086-41513,8/27/2013,8/31/2013,Standard Class,AJ-96086,TEC-PH-5842,Technology,Phones,2544.6,4,0.0,1246.8
UP-2014-MC7275137-41997,12/24/2014,12/29/2014,Second Class,MC-7275137,TEC-PH-3806,Technology,Phones,2605.56,4,0.0,573.12
IT-2014-JF15295120-41668,1/29/2014,1/31/2014,Second Class,JF-15295120,OFF-ST-6033,Office Supplies,Storage,1271.46,11,0.1,-127.41
CA-2015-AB10523-42139,5/15/2015,5/15/2015,Same Day,AB-10523,OFF-AR-5912,Office Supplies,Art,34.02,2,0.0,14.28
SA-2012-MM7260110-41269,12/26/2012,12/28/2012,Second Class,MM-7260110,TEC-MA-6142,Technology,Machines,1207.56,4,0.0,0.0
IN-2013-EJ13720113-41608,11/30/2013,12/4/2013,Second Class,EJ-13720113,FUR-BO-3889,Furniture,Bookcases,2051.1,5,0.0,40.95
